input	output
segment: किं नावगच्छसि	किम् न अवगच्छसि
segment: किमिति	किम् इति
segment: सहस्रहंसप्रयुक्तो वीरवाही	सहस्रहंसप्रयुक्तः वीरवाही
segment: त्वरितमभिपतत्यसौ	त्वरितम् अभिपतति असौ
tag: धीमता मातृ अवलोकयति ।	धीमता|ADJ मातृ|NOUN अवलोकयति|VERB ।|SYM
segment: त्वमवगच्छसि	त्वम् अवगच्छसि
segment: लिङ्गविशेष्यकबाधितत्वादिज्ञानस्यानुमितिप्रतिबन्धकत्वम्	लिङ्गविशेष्यकबाधितत्वादिज्ञानस्य अनुमितिप्रतिबन्धकत्वम्
segment: क्षत्रियाणां विनाशं	क्षत्रियाणाम् विनाशम्
segment: मुक्तित्वरूपत्वमङ्गीक्रियते	मुक्तित्वरूपत्वम् अङ्गीक्रियते
segment: अस्यैषावस्था	अस्य एषा अवस्था
segment: एवमपीदानीं	एवम् अपि इदानीं
tag: तव जल्पति ।	तव|PRON जल्पति|VERB ।|SYM
segment: सैनिका युद्धे	सैनिकाः युद्धे
segment: नीयमानो नभस्तलम्	नीयमानः नभस्तलम्
segment: संभवेनानुत्पत्यभावात्	संभवेन अनुत्पत्ति अभावात्
tag: लोकः च औषधम् खादति ।	लोकः|NOUN च|CONJ औषधम्|NOUN खादति|VERB ।|SYM
tag: सीता शक्नोति ।	सीता|NOUN शक्नोति|VERB ।|SYM
segment: बद्ध इति	बद्धः इति
segment: गिरिवरनिचयाभं मेघगम्भीरघोषम्	गिरिवरनिचयाभम् मेघगम्भीरघोषम्
tag: तं मन्यते ।	तं|PRON मन्यते|VERB ।|SYM
segment: ज्ञानमयं तपः	ज्ञानमयम् तपः
segment: साधनवारणं संभवति	साधनवारणम् संभवति
segment: ज्ञानादिसिद्धिरिति	ज्ञानादिसिद्धिः इति
segment: वैधुर्यमापतति	वैधुर्यम् आपतति
segment: भावस्यावश्यकत्वात्	भावस्य आवश्यकत्वात्
segment: प्रतिबन्धकत्वानभ्युपगमादिति	प्रतिबन्धकत्वानभ्युपगमात् इति
segment: विवशास्तुरङ्गमाः	विवशाः तुरङ्गमाः
segment: तदीयज्ञानादित्रयमपि	तदीयज्ञानादित्रयम् अपि
segment: मामपि	माम् अपि
segment: निगृह्यानय	निगृह्य आनय
tag: आचार्यम् ऋषिकेशः स्थापयति ।	आचार्यम्|NOUN ऋषिकेशः|NOUN स्थापयति|VERB ।|SYM
tag: हृदयम् च सभा घोषयति ।	हृदयम्|NOUN च|CONJ सभा|NOUN घोषयति|VERB ।|SYM
segment: वानरैर्गृह्यमाणौ	वानरैः गृह्यमाणौ
segment: अवस्थितस्ततो दूरे	अवस्थितः ततः दूरे
segment: सं-	सन्
segment: नैवाप्नोति	नैव आप्नोति
segment: (रथारोहणं नाटयतः)	(रथारोहणम् नाटयतः)
segment: नाद्यः	न आद्यः
segment: किमिच्छसि	किम् इच्छसि
segment: गम्यतां स्वनिलयमेव	गम्यताम् स्वनिलयम् एव
tag: आचार्यम् बोधयति ।	आचार्यम्|NOUN बोधयति|VERB ।|SYM
segment: पक्षीयव्यभिचार.संदेहस्यापि	पक्षीयव्यभिचारसंदेहस्य अपि
segment: किं पुनर्वानराणाम्	किम् पुनः वानराणाम्
segment: पतिमिह	पतिम् इह
segment: चेन्न	चेत् न
segment: सद्धेतुधूमादिविरुद्धयोर्नातिव्याप्तिः	सद्धेतुधूमादिविरुद्धयोः न अतिव्याप्तिः
segment: आह----व्यतिरेकीति	आह----व्यतिरेकी इति
segment: वाक्छलतोऽवश्यं	वाक्छलतः अवश्यं
segment: भुक्तं क्षीयते	भुक्तम् क्षीयते
segment: यो न	यः न
segment: सर्वानुभवसाक्षिकत्वाच्च	सर्व अनुभवसाक्षिकत्वात् च
segment: शक्तिं निपातितां	शक्तिम् निपातिताम्
segment: किं वक्ष्यतीति	किम् वक्ष्यति इति
segment: नगराद् बहिः	नगरात् बहिः
segment: अद्याभिमन्युनिधनाज्जनितप्रकोपः	अद्य अभिमन्युनिधनात् जनितप्रकोपः
segment: किञ्चिदाहारजातं सम्भावयामि	किञ्चिद् आहारजातम् सम्भावयामि
tag: कर्माणि कपिशः समीक्षते ।	कर्माणि|NOUN कपिशः|NOUN समीक्षते|VERB ।|SYM
segment: ईश्वरात्मसाक्षात्कारस्यैव	ईश्वर आत्मसाक्षात्कारस्य एव
segment: अच्छिन्नमासीद् द्विषतो	अच्छिन्नम् आसीत् द्विषतः
tag: प्रशस्तः नाम कथयति ।	प्रशस्तः|ADJ नाम|NOUN कथयति|VERB ।|SYM
segment: यो विजानाति	यः विजानाति
segment: को नु	कः नु
segment: षष्ठोऽङ्कः	षष्ठः अङ्कः
segment: प्रवृत्तं युद्धम्	प्रवृत्तम् युद्धम्
segment: वैष्णवं तेजः	वैष्णवम् तेजः
tag: पाणिनिः च आचारात् वदति ।	पाणिनिः|NOUN च|CONJ आचारात्|NOUN वदति|VERB ।|SYM
segment: हतसिंहं सुप्रवेशं	हतसिंहम् सुप्रवेशम्
segment: प्रश्नस्तथोत्तरम्>	प्रश्नः तथा उत्तरम्>
segment: यथैव	यथा एव
segment: व्यभिचारसन्देहस्तत्र	व्यभिचारसन्देहः तत्र
segment: लक्षणव्याप्तेस्तस्य	लक्षणव्याप्तेः तस्य
segment: तद्विषयतया	तत् विषयतया
segment: सद्धेतावतिव्याप्तिः	सद्धेतौ अतिव्याप्तिः
segment: को दोषः	कः दोषः
segment: दशशिरसं मनसा	दशशिरसम् मनसा
segment: किमुक्तेन	किम् उक्तेन
segment: खल्वत्रभवान्	खलु अत्रभवान्
segment: निर्युक्तिकत्वेनाश्रद्धेयत्वात्	निर्युक्तिकत्वेन अश्रद्धेयत्वात्
segment: तच्च	तत् च
segment: वदित्यनुमानादुपदर्शित	वदिति अनुमानात् उपदर्शित
tag: अद्य अयोध्या उपदिशति ।	अद्य|ADV अयोध्या|NOUN उपदिशति|VERB ।|SYM
segment: तस्याग्रे	तस्य अग्रे
segment: दुश्शासनो व्याहरति	दुश्शासनः व्याहरति
segment: एवात्मवत्त्वविवेके	एव आत्मवत्त्वविवेके
segment: क्वासौ	क्व असौ
segment: उदाहरणाप्रयोगसम्भवादिति	उदाहरणाप्रयोगसम्भवात् इति
segment: निरवच्छिन्नं ज्ञानं	निरवच्छिन्नम् ज्ञानम्
tag: कार्यं च वृक्षः श्रावयामास ।	कार्यं|NOUN च|CONJ वृक्षः|NOUN श्रावयामास|VERB ।|SYM
segment: राममेव	रामम् एव
segment: वयमपि	वयम् अपि
segment: सुव्यक्तं निहतं	सुव्यक्तम् निहतम्
segment: एवं त्रयाणां	एवम् त्रयाणाम्
segment: .व्यभिचारादय उपाधयः-क	.व्यभिचारादयः उपाधयः-क
segment: एवं शोचन्तमार्यपुत्रं	एवम् शोचन्तम् आर्यपुत्रम्
segment: तत्राभावात्	तत्र अभावात्
segment: स्वर्गमभिगतोऽसि	स्वर्गम् अभिगतः असि
segment: सकर्तृकं वा	सकर्तृकम् वा
segment: अथैवं सति	अथ एवम् सति
segment: बाधितमर्थं वेदोपि	बाधितम् अर्थम् वेदः अपि
segment: शोकपरवशो न	शोकपरवशः न
segment: तदपि	तत् अपि
segment: दूतसमुदाचारेणोपस्थितः	दूतसमुदाचारेण उपस्थितः
segment: प्राप्तैश्च	प्राप्तैः च
segment: शराच्छरणमेनमुपाश्रयामि	शरात् शरणम् एनम् उपाश्रयामि
segment: किञ्चित्समयानन्तरम्	किञ्चित् समयानन्तरम्
segment: रुचितं यदि	रुचितम् यदि
tag: देवः पुरुजित् अभिरक्षन्तु ।	देवः|NOUN पुरुजित्|NOUN अभिरक्षन्तु|VERB ।|SYM
segment: शक्तिरस्ति	शक्तिः अस्ति
segment: दोषः.इत्यनुशयेनाह---संयोगादिति	दोषः.इति अनुशयेन आह---संयोगाद् इति
segment: भवांश्छन्नेन	भवान् छन्नेन
tag: सूर्यः शास्त्राणाम् श्रुत्वा ।	सूर्यः|NOUN शास्त्राणाम्|NOUN श्रुत्वा|VERB ।|SYM
segment: तथात्वेनाभिमतत्वात्	तथात्वेन अभिमतत्वात्
segment: अतितपत्यादित्यः	अतितपति आदित्यः
segment: किं विपक्षपक्षमवलम्बसे	किम् विपक्षपक्षम् अवलम्बसे
segment: भवन्तमुपस्थिताः	भवन्तम् उपस्थिताः
segment: मोक्षाभिन्नसाक्षात्कारविषय	इति अर्थकतया
segment: इत्याशयनोक्तं	इति आशयेन उक्तं
segment: सद्गुणः	सत् गुणः
segment: गाङ्गेयप्रमुखा राजानः	गाङ्गेयप्रमुखाः राजानः
tag: युधि त्रयः द्वेष्टि ।	युधि|NOUN त्रयः|ADJ द्वेष्टि|VERB ।|SYM
tag: कृष्णा उपदेशः विनद्य ।	कृष्णा|NOUN उपदेशः|NOUN विनद्य|VERB ।|SYM
segment: प्रशान्तरोषो भगवान्	प्रशान्तरोषः भगवान्
segment: किं करिष्यति	किम् करिष्यति
segment: वनमिव	वनम् इव
segment: विनिगमनाविरहाज्ज्ञानत्वादिनापि	विनिगमनाविरहात् ज्ञानत्वादिन अपि
segment: नित्यसुखाभिव्यक्तेर्मुक्तित्व	नित्यसुखाभिव्यक्तेः मुक्तित्व
segment: लङ्केश्वराय---भग्नप्रायाशोकवनिकेति	लङ्केश्वराय---भग्नप्राया अशोकवनिका इति
tag: कावेरी शक्तिमान् उवाच ।	कावेरी|NOUN शक्तिमान्|ADJ उवाच|VERB ।|SYM
segment: प्रहृष्टवदनैरभिगन्तुमेनम्	प्रहृष्टवदनैः अभिगन्तुम् एनम्
segment: बाधसामग्रीत्वेनाधिकरणोपस्थितेरपि	बाधसामग्रीत्वेनाधिकरणोपस्थितेः अपि
segment: धीरनिनदं चित्रार्पिताङ्गा	धीरनिनदम् चित्रार्पिताङ्गा
segment: तृणमपि	तृणम् अपि
segment: साध्यवद्विशेषणम्	साध्यवत् विशेषणम्
segment: मुदिततरमुखो मुष्टिना	मुदिततरमुखः मुष्टिना
segment: किन्तु तदुत्तरकाले	फलम् किन्तु
segment: महात्मा	महा आत्मा
segment: वापराधेऽनयोर्वानरचापलं क्षन्तुमर्हसि	वा अपराधे अनयोः वानरचापलम् क्षन्तुम् अर्हसि
segment: तत्रात्मत्वभाने	तत्र आत्मत्वभाने
segment: जातेरपि	जातेः अपि
segment: जनो वेत्ति	जनः वेत्ति
segment: मां परिभवति	माम् परिभवति
tag: व्यूढम् महेशः श्रुत्वा ।	व्यूढम्|ADJ महेशः|NOUN श्रुत्वा|VERB ।|SYM
segment: शब्द इव	शब्दः इव
segment: दुःखध्वंसस्यापि	दुःखध्वंसस्य अपि
segment: मुहूर्तकं क्षीरं	मुहूर्तकम् क्षीरम्
segment: शत्रुं तवाद्य	शत्रुम् तव अद्य
segment: भटः---यदाज्ञापयति	भटः---यत् आज्ञापयति
segment: रिपुमीक्षमाणं	रिपुम् ईक्षमाणम्
segment: चोक्तदोषः	च उक्तदोषः
segment: शीघ्रं	शीघ्रम्
segment: राममासाद्य	रामम् आसाद्य
segment: तथाप्यभावस्य	तथापि अभावस्य
segment: .प्रत्यक्षासम्भवादिति-ख	.प्रत्यक्षासम्भवात् इति-ख
segment: भवन्तमभिवादयन्ति	भवन्तम् अभिवादयन्ति
tag: व्यापारिणाम् दरिद्रः विचारयति ।	व्यापारिणाम्|NOUN दरिद्रः|ADJ विचारयति|VERB ।|SYM
segment: परप्रत्यक्षापत्तिः	परप्रत्यक्ष आपत्तिः
segment: किमनेन	किम् अनेन
segment: हेत्वाभास इत्येतावतैव	हेत्वाभासः इति एतावत् एव
segment: काञ्चुकीयः---यावदहमपि	काञ्चुकीयः---यावद् अहम् अपि
tag: चन्द्रः निबोध ।	चन्द्रः|NOUN निबोध|VERB ।|SYM
segment: प्रतिपन्नं तेन	प्रतिपन्नम् तेन
segment: नित्यसमवेतत्वमात्रं वा	नित्यसमवेतत्वमात्रम् वा
segment: रावणः---ततस्ततः	रावणः---ततः ततः
segment: इदानीन्तनदुःखध्वंसेतिव्याप्तिवारणाय	इदानीन्तनदुःखध्वंसे अतिव्याप्तिवारणाय
segment: एष हि	एषः हि
tag: सुन्दरः नरः भवति ।	सुन्दरः|ADJ नरः|NOUN भवति|VERB ।|SYM
segment: तदजनकत्वमेव--ख	तदजनकत्वम् एव--ख
tag: ज्ञानम् च शास्त्राणाम् पश्यति ।	ज्ञानम्|NOUN च|CONJ शास्त्राणाम्|NOUN पश्यति|VERB ।|SYM
segment: तादृशवैजात्यं च	तादृशवैजात्यम् च
segment: बहिरागतः	बहिः आगतः
segment: दुरितवद्भिन्नदुरितध्वंसस्यैव	दुरितवद्भिन्नदुरितध्वंसस्य एव
segment: वाली---दण्ड्य इति	वाली---दण्ड्यः इति
segment: मैवम्	मा एवम्
tag: देवाः भुङ्क्ते ।	देवाः|NOUN भुङ्क्ते|VERB ।|SYM
tag: कमः ज्ञानम् कथयति ।	कमः|ADJ ज्ञानम्|NOUN कथयति|VERB ।|SYM
segment: ज्ञायमानदोषत्वेनेत्यर्थः	ज्ञायमानदोषत्वेन इत्यर्थः
segment: पार्थकर्मेदमहो	पार्थकर्म इदम् अहो
segment: तृतीयः---एष हि	तृतीयः---एषः हि
segment: तुल्यभावं	तुल्यभावम्
segment: सर्वेति	सर्वे इति
segment: सौभ्रात्रं शत्रुपक्षमुपाश्रितम्	सौभ्रात्रम् शत्रुपक्षम् उपाश्रितम्
segment: एवं गतं	एवम् गतम्
tag: पाण्डुपुत्राणाम् च अर्थः दिदृक्षते ।	पाण्डुपुत्राणाम्|NOUN च|CONJ अर्थः|NOUN दिदृक्षते|VERB ।|SYM
segment: देहं	देहम्
segment: त्वां देवि	त्वाम् देवि
segment: तदविच्छिन्नं प्रति	तदविच्छिन्नम् प्रति
tag: अशक्तः आपत्सु श्रावयामास ।	अशक्तः|ADJ आपत्सु|NOUN श्रावयामास|VERB ।|SYM
segment: महत्तरां भिक्षां	महत्तराम् भिक्षाम्
tag: असत्यम् च काशी करोति ।	असत्यम्|NOUN च|CONJ काशी|NOUN करोति|VERB ।|SYM
segment: नश्येन्न	नश्येत् न
tag: धर्मः सर्वेषाम् मूलम् अस्ति । स च सर्वेषाम् शास्त्राणाम् श्रेष्ठः अस्ति । तस्य च पालने सर्वे सुखिनः भवन्ति । तस्य च अपालने सर्वे दुःखिनः भवन्ति ।	धर्मः|NOUN सर्वेषाम्|PRON मूलम्|NOUN अस्ति|VERB ।|SYM स|PRON च|CONJ सर्वेषाम्|PRON शास्त्राणाम्|NOUN श्रेष्ठः|ADJ अस्ति|VERB ।|SYM तस्य|PRON च|CONJ पालने|NOUN सर्वे|PRON सुखिनः|ADJ भवन्ति|VERB ।|SYM तस्य|PRON च|CONJ अपालने|NOUN सर्वे|PRON दुःखिनः|ADJ भवन्ति|VERB ।|SYM
tag: भगवान् मुनिः नमस्कृत्य ।	भगवान्|NOUN मुनिः|NOUN नमस्कृत्य|VERB ।|SYM
segment: एवमपि	एवम् अपि
segment: करिण	करिणः
segment: खल्वस्मि	खलु अस्मि
segment: भर्तारं भर्तृवत्सला	भर्तारम् भर्तृवत्सला
segment: व्यथितस्तवात्मा	व्यथितः तव आत्मा
segment: यत्तु	यत् तु
segment: महाराजायाङ्गेश्वराय	महाराजाय अङ्गेश्वराय
segment: कस्त्वम्	कः त्वम्
segment: कृतास्त्रश्च	कृतास्त्रः च
segment: .विरुद्धमिति-ख	.विरुद्धम् इति-ख
segment: प्रयत्नमनुतिष्ठामः	प्रयत्नम् अनुतिष्ठामः
segment: इदं नगरद्वारम्	इदम् नगरद्वारम्
segment: एवं गोलकाद्यभावेन	एवम् गोलकादि अभावेन
segment: चलत्तरङ्गाहतभीमवेलमुदीर्णनक्राकुलनीलनीरम्	चलत्तरङ्गाहतभीमवेलम् उदीर्णनक्राकुलनीलनीरम्
segment: भग्नेति	भग्ना इति
tag: नायकाः व्यूढम् दध्मौ ।	नायकाः|NOUN व्यूढम्|ADJ दध्मौ|VERB ।|SYM
tag: गंगा ददति ।	गंगा|NOUN ददति|VERB ।|SYM
segment: संयोगदशायां घटदिचाक्षुषवारणाय	संयोगदशायाम् घटदिचाक्षुषवारणाय
segment: शीतो भवति	शीतः भवति
segment: य एषः	यः एषः
tag: किमपि अभ्यहन्यन्त ।	किमपि|PRON अभ्यहन्यन्त|VERB ।|SYM
segment: स्वपितरं बद्ध्वा	स्वपितरम् बद्ध्वा
segment: इत इतः	इतः इतः
segment: भ्रान्ता मेघाः	भ्रान्ताः मेघाः
segment: वृत्तमेतत्	वृत्तम् एतत्
segment: कथं कथं	कथम् कथम्
segment: भवन्तमनुप्राप्ता	भवन्तम् अनुप्राप्ता
segment: एवं क्रियताम्	एवम् क्रियताम्
segment: स्यन्दनं वाहयन्तं	स्यन्दनम् वाहयन्तम्
segment: प्रतियापयाम्यहं त्वाम्	प्रतियापयामि अहम् त्वाम्
segment: त्रयाणां प्रत्येकमपि	त्रयाणाम् प्रत्येकम् अपि
segment: कथं कथं	कथम् कथम्
tag: कः आनन्दः दृश्यते ।	कः|PRON आनन्दः|NOUN दृश्यते|VERB ।|SYM
segment: स्वैरं रूपमुपस्थितेन	स्वैरम् रूपम् उपस्थितेन
segment: दूतवाक्यं समाप्तम्	दूतवाक्यम् समाप्तम्
segment: राज्यं नाम	राज्यम् नाम
segment: एवोदयनाचार्यैः	एव उदयनाचार्यैः
segment: यद्येतद्भेदकूटविशिष्टतथाविध	यदि एतत् भेदकूटविशिष्टतथाविध
segment: केऽर्जुनस्य	के अर्जुनस्य
segment: तत्रातिव्याप्तिरिति	तत्र अतिव्याप्तिः इति
segment: वस्तुतस्तु	वस्तुतः तु
segment: निवेद्यतां निवेद्यतां	निवेद्यताम् निवेद्यताम्
tag: शीतः फलम् भविष्यति ।	शीतः|ADJ फलम्|NOUN भविष्यति|VERB ।|SYM
segment: सहसोत्थितः	सहसा उत्थितः
segment: कार्यकारणभावानन्त्यकल्पनमपि	कार्यकारणभाव अनन्त्यकल्पनम् अपि
segment: ...एवैकत्रानुमाने	...एव एकत्र अनुमाने
segment: तद् एतद्	तत् एतत्
tag: अन्यायः भूमिः दृश्यते ।	अन्यायः|NOUN भूमिः|NOUN दृश्यते|VERB ।|SYM
segment: सूर्येणेवाभ्यागतैरंशुजालैः	सूर्येणे इव अभ्यागतैः अंशुजालैः
segment: क्रोधोपहारमसिरेष विधास्यति	क्रोधोपहारम् असिः एषः विधास्यति
segment: एतावाचार्यपितामहौ	एतौ आचार्यपितामहौ
segment: किं श्रुतम्	किम् श्रुतम्
segment: दुर्लभो राजसम्मानो	दुर्लभः राजसम्मानः
segment: स	सः
segment: स मनुजयुगलं	सः मनुजयुगलम्
segment: शङ्कुकर्णः---यदाज्ञापयति	शङ्कुकर्णः---यद् आज्ञापयति
segment: स प्रतिबन्धक	सः प्रतिबन्धकः
segment: विषयतावच्छेदकत्वमेव	विषयतावच्छेदकत्वम् एव
segment: मेऽवस्थां श्रुत्वार्यपुत्रो	मे अवस्थाम् श्रुत्वा आर्यपुत्रः
segment: परिशङ्कितं मे	परिशङ्कितम् मे
segment: देवो अस्ति	देवः अस्ति
segment: शीघ्रं निवेद्यतां	शीघ्रम् निवेद्यताम्
segment: तदाश्रयत्वेनेश्वरोपि	तदाश्रयत्वेन ईश्वरः अपि
segment: व्यतिरेकिण्यप्रसिद्धमेव	व्यतिरेकिण्यप्रसिद्धम् एव
segment: तथाप्युपदर्शितसिद्ध	तथा अपि उपदर्शितसिद्ध
segment: जन्यत्वस्यैवात्र	जन्यत्वस्य एव अत्र
segment: राजलक्ष्मीमनुत्तमाम्	राजलक्ष्मीम् अनुत्तमाम्
segment: विवादाध्यासितकर्तृपक्षककार्यत्वहेतुसकर्तृक-त्वानुमानं तत्र	विवादाध्यासितकर्तृपक्षककार्यत्वहेतुसकर्तृकत्व अनुमानम् तत्र
segment: गिरिवरं युधि	गिरिवरम् युधि
tag: श्रेष्ठः कपिशः निन्दति ।	श्रेष्ठः|ADJ कपिशः|NOUN निन्दति|VERB ।|SYM
segment: मेरुगुहामेव	मेरुगुहाम् एव
segment: वेत्यत्र	वेति अत्र
segment: साध्यभावो पादनेऽनङ्गत्यापवादित्यर्थः	साध्यभावः पादनेऽनङ्गत्यापवादित्यर्थः
segment: भट्टानुयायीनां तत्र	भट्टानुयायीनाम् तत्र
segment: दुर्गतमं रसातलं	दुर्गतमम् रसातलम्
segment: तादृशकार्यकारणभावसत्वेपि	तादृशकार्यकारणभावसत्वे अपि
segment: नोपदर्शितानन्तजाति	न उपदर्शित अनन्तजाति
segment: बलीयानिति	बलीयान् इति
segment: स देयः	सः देयः
segment: परचक्रं प्रशाम्यतु	परचक्रम् प्रशाम्यतु
segment: तन्न	तत् न
segment: नन्वेकेन	ननु एकेन
segment: किमथ	किम् अथ
segment: संनिहितशार्दूलां गुहां	संनिहितशार्दूलाम् गुहाम्
segment: साधारणत्वमस्येव	साधारणत्वम् अस्य एव
segment: कथमशक्ताः	कथम् अशक्ताः
segment: कष्टं किं	कष्टम् किम्
segment: उदकप्रसेक इव	उदकप्रसेकः इव
segment: क्षत्रान्तकं मुनिवरं	क्षत्रान्तकम् मुनिवरम्
segment: कार्यं विपद्यते	कार्यम् विपद्यते
segment: स्थिता वियति	स्थिताः वियति
segment: उक्तोपाधिसत्त्वमेव	उक्तोपाधिसत्त्वम् एव
segment: प्राप्ताविन्द्रं हरिहराविव	प्राप्तौ इन्द्रम् हरिहरौ इव
segment: सर्वो	सर्वः
segment: तस्मादतिरिक्ता	तस्मात् अतिरिक्ता
segment: क्वचिद्गोवधजन्यचरमदुःखे	क्वचित् गोवधजन्यचरमदुःखे
segment: मानुषो माम	मानुषः माम्
segment: दोष इति	दोषः इति
segment: शीघ्रं	शीघ्रम्
segment: स्फीतमेतत्	स्फीतम् एतत्
segment: अपनीयतां किल	अपनीयताम् किल
segment: खल्वार्यस्य	खलु आर्यस्य
segment: भृत्यो दुर्योधनाज्ञया	भृत्यः दुर्योधनाज्ञया
tag: एषः शङ्खम् विनद्य ।	एषः|PRON शङ्खम्|NOUN विनद्य|VERB ।|SYM
segment: केचिदज्ञाननिवृत्तिरनिर्वचनीया	केचित् अज्ञाननिवृत्तिः अनिर्वचनीया
segment: अयं ननु	अयम् ननु
segment: विलम्बो नैव	विलम्बः नैव
segment: जीवद्‌भ्योऽपि	जीवद्‌भ्यः अपि
segment: .चायाथार्थ्यनियमेनोक्तदोष--क	.च अयथार्थ्यनियमेन उक्तदोषः --क
segment: किं वार्जुनसमीपे	किम् वा अर्जुनसमीपे
segment: ज्ञानेच्छयोरङ्गीकारस्य	ज्ञानेच्छयोः अङ्गीकारस्य
tag: त्वम् रक्षकाः आसीत् ।	त्वम्|PRON रक्षकाः|NOUN आसीत्|VERB ।|SYM
segment: खल्वनेककपटबुद्धेः	खलु अनेककपटबुद्धेः
tag: कपिशः पिता शक्नोति ।	कपिशः|NOUN पिता|NOUN शक्नोति|VERB ।|SYM
segment: ममापि	मम अपि
segment: इन्द्रियत्वाभावात्	इन्द्रियत्व अभावात्
segment: उत्सादयिष्यन्निव	उत्सादयिष्यन् इव
tag: पितृ च धर्मक्षेत्रे ब्रवीमि ।	पितृ|NOUN च|CONJ धर्मक्षेत्रे|NOUN ब्रवीमि|VERB ।|SYM
segment: ताभ्यां यदि	ताभ्याम् यदि
tag: युधि खेलामः ।	युधि|NOUN खेलामः|VERB ।|SYM
segment: वाक्यार्थः	वाक्य अर्थः
segment: प्रकृतिरवतिष्ठते	प्रकृतिः अवतिष्ठते
segment: अन्योन्याभावस्याव्याप्यवृत्तित्वादुक्तावतिव्याप्तेरेवेत्यर्थः	अन्योन्याभावस्य अव्याप्यवृत्तित्वात् उक्तौ अतिव्याप्तेः एव इति अर्थः
segment: ततो भवति	ततः भवति
tag: लघुः कविर्मुनिः खेलामः ।	लघुः|ADJ कविर्मुनिः|NOUN खेलामः|VERB ।|SYM
segment: तयोर्मानुषयोः	तयोः मानुषयोः
segment: नैव	न एव
segment: सदाचरणमेवैकं	सदाचरणम् एव एकं
segment: प्रत्ययार्थं हि	प्रत्ययार्थम् हि
segment: अलमलं रुदितेन	अलम् अलम् रुदितेन
tag: वेदः च इन्जिनियरः भविष्यति ।	वेदः|NOUN च|CONJ इन्जिनियरः|NOUN भविष्यति|VERB ।|SYM
segment: शान्तामर्षं वृकोदरम्	शान्तामर्षम् वृकोदरम्
segment: दुःखप्रागभावासमानकालीनेति	दुःखप्रागभावासमानकालीन इति
segment: तस्माद्दर्शितबहुविधलाघव	तस्मात् दर्शितबहुविधलाघव
tag: आनन्दः अभवत् ।	आनन्दः|NOUN अभवत्|VERB ।|SYM
segment: यन्नियतं	यत्‌ नियतं
segment: तस्मादमित्रविषयमस्या हृदयं	तस्माद् अमित्रविषयम् अस्याः हृदयम्
segment: विष्णुर्वा	विष्णुः वा
segment: कुमारमक्षं निहतं	कुमारम् अक्षम् निहतम्
tag: ततः कविर्मुनिः बोधयति ।	ततः|ADV कविर्मुनिः|NOUN बोधयति|VERB ।|SYM
segment: ब्रह्मातिरिक्त	ब्रह्म अतिरिक्त
segment: प्रविशत्यङ्गदो हनूमांश्च)	प्रविशति अङ्गदः हनूमान् च)
segment: अयमक्रमः	अयम् अक्रमः
segment: व्याघातोपि	व्याघातः अपि
segment: शब्दत्वानित्यत्वेति	शब्दत्वानित्यत्वे इति
segment: समुत्थितो ध्वनिः	समुत्थितः ध्वनिः
segment: गोसहस्रं ददामि	गोसहस्रम् ददामि
segment: यद् दायाद्यं	यत् दायाद्यम्
segment: सुग्रीवः---अनुगृहीतोऽस्मि	सुग्रीवः---अनुगृहीतः अस्मि
segment: निवातकवचा नीताः	निवातकवचाः नीताः
segment: समन्ताद्	समन्तात्
segment: दिव्यगन्धर्वा गायन्ति	दिव्यगन्धर्वाः गायन्ति
segment: प्रयोजकमिति	प्रयोजकम् इति
segment: अलमलं संभ्रमेण	अलम् अलम् संभ्रमेण
segment: प्रयुक्तहेतोरनुकूल	प्रयुक्तहेतोः अनुकूल
segment: धर्मो हि	धर्मः हि
segment: भ्रातरं मे	भ्रातरम् मे
segment: घटोत्कचः---किमेतद्धास्यते	घटोत्कचः---किम् एतत् हास्यते
segment: सुहृदां शोककारणात्	सुहृदाम् शोककारणात्
segment: रामः---शीघ्रं प्रवेशयत्वेतौ	रामः---शीघ्रम् प्रवेशयतु एतौ
segment: तातमभिवादयिष्यामः	तातम् अभिवादयिष्यामः
tag: तया निवेदयति ।	तया|PRON निवेदयति|VERB ।|SYM
segment: .तस्माद्यदा-क	.तस्मात् यदा-क
segment: नित्यसुखसाक्षात्कारस्य	च उपदर्शितश्रुत्या
segment: कर्तुमर्हति	कर्तुम् अर्हति
segment: धनिनो धनम्	धनिनः धनम्
segment: नान्त्यः	न अन्त्यः
segment: ईश्वरात्मानमुपक्रम्य	ईश्वरात्मानम् उपक्रम्य
segment: खाण्डवमश्नतः	खाण्डवम् अश्नतः
tag: युधामन्युः च सेवायाम् चिन्तयति ।	युधामन्युः|NOUN च|CONJ सेवायाम्|NOUN चिन्तयति|VERB ।|SYM
segment: विभीषणः---अभयं दातुमर्हति	विभीषणः---अभयम् दातुम् अर्हति
segment: एष इदानीमर्जुनः	एषः इदानीम् अर्जुनः
segment: स उदतरत्	सः उदतरत्
segment: चेन्न	चेत् न
segment: पशुपकुलनिवासादानुजीव्यानभिज्ञः	पशुपकुलनिवासात् अनुजीव्यानभिज्ञः
segment: कार्यतावच्छेदकं निरवच्छिन्नत्व	कार्यतावच्छेदकम् निरवच्छिन्नत्व
segment: तदेव	तत् एव
segment: दुःखध्वंसस्तस्य	दुःखध्वंसः तस्य
segment: धर्षितस्तेन	धर्षितः तेन
