input	output
segment: विचिन्तयंश्चक्रधरस्य	विचिन्तयन् चक्रधरस्य
segment: स्वयमेव	स्वयम् एव
segment: ब्रह्मवधस्यापि	ब्रह्मवधस्य अपि
segment: तस्मादुत्पत्त्यसंभवात्	तस्मात् उत्पत्त्यसंभवात्
segment: एवात्र	एव अत्र
segment: जगन्मातेव	जगन्माता इव
segment: व्यभिचारसंशयोऽपि	व्यभिचारसंशयः अपि
segment: .एतत्पूर्वमपि	.एतत्पूर्वम् अपि
segment: वस्तुतस्तु	वस्तुतः तु
segment: तरुणमधिकमर्थिप्रार्थनीयं पवित्रम्	तरुणम् अधिकम् अर्थिप्रार्थनीयम् पवित्रम्
segment: वक्तव्यमिति	वक्तव्यम् इति
segment: उक्तोऽहं भगवता	उक्तः अहम् भगवता
segment: बहवो भ्रातरः	बहवः भ्रातरः
segment: अद्यैव	अद्य एव
segment: लक्ष्मणः---यदाज्ञापयत्यार्यः	लक्ष्मणः---यद् आज्ञापयति आर्यः
segment: गर्भा निशम्य	गर्भाः निशम्य
segment: सेयं कौमोदकी	सा इयम् कौमोदकी
segment: निवेद्यतां निवेद्यतां	निवेद्यताम् निवेद्यताम्
segment: एष भस्मीकरोम्यस्मत्	एषः भस्मीकरोमि अस्मत्
segment: उपदर्शितानुपपत्तिभिया	उपदर्शित अनुपपत्तिभिया
segment: एतद् वैवश्यतस्तस्य	एतत् वैवश्यतः तस्य
segment: एवमार्यमिश्रान्	एवम् आर्यमिश्रान्
segment: .दित्युक्तम्	.दिति उक्तम्
segment: स्वपदं स्वलक्ष्याभिमतमुक्त्यात्मकदुः	स्वपदम् स्वलक्ष्य अभिमतमुक्ति
segment: द्वितीयः---एवमेतत्	द्वितीयः---एवम् एतत्
segment: न्निर्धावितोऽस्मि	निर्धावितः अस्मि
segment: परिगृह्यतां नः	परिगृह्यताम् नः
segment: नीलो वानरैर्गृह्यमाणौ	नीलः वानरैः गृह्यमाणौ
segment: नेच्छति	न इच्छति
segment: तत्स्वरूपाज्ञाननिवृत्तेरपि	तत्स्वरूपाज्ञाननिवृत्तेः अपि
segment: प्रश्नस्तथोत्तरम्	प्रश्नः तथा उत्तरम्
segment: परार्थानुमाने	परार्थ अनुमाने
segment: कृपणो म्रियतां	कृपणः म्रियतां
segment: प्रवृत्तं युद्धम्	प्रवृत्तम् युद्धम्
segment: धर्मेऽतिव्याप्तिः	धर्मे अतिव्याप्तिः
segment: कष्टं किं	कष्टम् किम्
segment: तद्वत्त्वगोचरयथार्थज्ञानविशेष्यत्वमतिप्रसक्तम्	तद्वत् तु अगोचरयथार्थज्ञानविशेष्यत्वम् अतिप्रसक्तम्
segment: एवाभिवर्तते	एव अभिवर्तते
segment: कार्यसामान्यं प्रति	कार्यसामान्यम् प्रति
segment: भूयस्तद्भिन्नदुःख	भूयः तद्भिन्नदुःख
segment: असंभवाच्च	असंभवात् च
segment: मुहूर्तकमारोहामि	मुहूर्तकम् आरोहामि
segment: महीमेकातपत्राङ्कां राजसिंहः	महीम् एकातपत्राङ्काम् राजसिंहः
segment: भिन्नप्रकारकत्वान्न	भिन्नप्रकारकत्वात् न
segment: (आचम्योपसृत्य)	(आचम्य उपसृत्य)
segment: तेऽस्तु	ते अस्तु
segment: द्रष्टव्योऽत्र	द्रष्टव्यः अत्र
segment: क्रौञ्चं यथा	क्रौञ्चम् यथा
segment: स किं	सः किं
segment: तनयविनाशादुद्यतोग्रास्त्रमुक्तैः	तनयविनाशात् उद्यतोग्रास्त्रमुक्तैः
segment: रामः---नार्हति	रामः---न अर्हति
segment: कालो देवीमुपसर्पितुम्	कालः देवीम् उपसर्पितुम्
segment: एष महाराजः	एषः महाराजः
segment: बृहद् महाभारतम्	बृहत् महाभारतम्
segment: वृत्तान्तं रामपत्न्याः	वृत्तान्तम् रामपत्न्याः
segment: महतीमिमाम्	महतीम् इमाम्
segment: एवमार्यमिश्रान्	एवम् आर्यमिश्रान्
segment: यथैव	यथा एव
segment: निरवच्छिन्नज्ञानत्वावच्छिन्नं प्रति	निरवच्छिन्नज्ञानत्वावच्छिन्नम् प्रति
segment: विकृतवपुषोऽप्युग्राचारा घृणा	विकृतवपुषः अपि उग्राचाराः घृणा
segment: ममाप्रत्युत्थानस्योपायः	मम अप्रत्युत्थानस्य उपायः
segment: तस्यानुजं रघुपतिः	तस्य आनुजम् रघुपतिः
segment: तन्न	तत् न
segment: ज्ञानादिसिद्धिरिति	ज्ञानादिसिद्धिः इति
segment: नवीनैस्तवीश्वरसिद्ध्यर्थं प्रकारान्तरेण	नवीनैस्तवीश्वरसिद्ध्यर्थम् प्रकारान्तरेण
segment: सूक्ष्मार्थदर्शिभिः	सूक्ष्म अर्थदर्शिभिः
segment: येनामृतं मातृविमोक्षणार्थम्	येन अमृतम् मातृविमोक्षणार्थम्
segment: कुतो भवान्	कुतः भवान्
segment: शब्दत्वानित्यत्वेति	शब्दत्वानित्यत्वे इति
segment: नेश्वरस्य	न ईश्वरस्य
segment: धृतराष्ट्रः---यदाज्ञापयति	धृतराष्ट्रः---यत् आज्ञापयति
segment: विद्यारक्षितमद्य	विद्यारक्षितम् अद्य
segment: सुखस्यासंभवतया	सुखस्य असंभवतया
segment: कर्तुमर्हति	कर्तुम् अर्हति
segment: चरमं तत्र	चरमम् तत्र
segment: संवृत्तोऽस्मि	संवृत्तः अस्मि
segment: पतिव्रतायाश्छन्दमनुतिष्ठ	पतिव्रतायाः छन्दम् अनुतिष्ठ
segment: कथं तत्रभवान्	कथम् तत्रभवान्
segment: कथमाशीः	कथम् आशीः
segment: बहुमायाश्छलयोधिनश्च	बहुमायाः छलयोधिनः च
segment: प्रागेव	प्राक् एव
segment: वयं दूतघातकाः	वयम् दूतघातकाः
segment: नोत्सहे	न उत्सहे
segment: अशरीरं वावसन्तं	अशरीरम् वावसन्तम्
segment: काञ्चुकीयः---यदाज्ञापयति	काञ्चुकीयः---यद् आज्ञापयति
segment: तत्तत्संदेहत्वेनैव	तत्तत्संदेहत्वेन एव
segment: सुरदैत्यदानवचमूविद्रावणं रावणं	सुरदैत्यदानवचमूविद्रावणम् रावणम्
segment: साक्षात्कारार्थतैव	साक्षात्कारार्थत एव
segment: सहस्रं बलमाज्ञापय	सहस्रम् बलम् आज्ञापय
segment: यद् भ्रातृनाशाद्	यत् भ्रातृनाशात्
segment: सर्वस्कन्धावारं प्रविश्य	सर्वस्कन्धावारम् प्रविश्य
segment: दुःखप्रागभावासमानकालीनेति	दुःखप्रागभावासमानकालीन इति
segment: शत्रुभवनं कौतूहलं	शत्रुभवनम् कौतूहलम्
segment: तत्पदसमभिव्याहृतैव	तत्पदसमभिव्याहृत एव
segment: हयं गोवृषमेव	हयम् गोवृषम् एव
segment: मल्लानपि	मल्लान् अपि
segment: राजंस्तव	राजन् तव
segment: क्षन्तुमर्हसि	क्षन्तुम् अर्हसि
segment: स सनातनधर्मसभायाः	सः सनातनधर्मसभायाः
segment: बाधितमर्थं वेदोपि	बाधितम् अर्थम् वेदः अपि
segment: भवतीति	भवति इति
segment: कस्यापि-क	कस्य अपि-क
segment: तज्ज्ञानं घटत्वादिवृत्तिविषयतासंबन्धेन	तज्ज्ञानम् घटत्वादिवृत्तिविषयतासंबन्धेन
segment: ताभ्यां यदि	ताभ्याम् यदि
segment: गौरवाच्चेति	गौरवात् चेति
segment: नन्वेतल्लक्षणं	ननु एतत् लक्षणं
segment: .तन्निश्चयस्याव्यभिचाररूपग्राह्याभावनिश्चयत्वेनैव	.तन्निश्चयस्य अव्यभिचाररूपग्राह्याभावनिश्चयत्वेन एव
segment: अद्याभिमन्युनिधनाज्जनितप्रकोपः	अद्य अभिमन्युनिधनात् जनितप्रकोपः
segment: धूमेऽपि	धूमे अपि
segment: पाण्डवानां प्रविश्य	पाण्डवानाम् प्रविश्य
segment: अस्मदाश्रिताः	अस्मत् आश्रिताः
segment: सुतं ते	सुतम् ते
segment: गाङ्गेयप्रमुखा राजानः	गाङ्गेयप्रमुखाः राजानः
segment: रावणः---कथं कथं	रावणः---कथम् कथम्
segment: निष्प्राणो न	निष्प्राणः न
segment: हेत्वाभासभेदप्रयोजकत्वादत्र	हेत्वाभासभेदप्रयोजकत्वात् अत्र
segment: पाण्डवा भवेयुः	पाण्डवाः भवेयुः
segment: किं प्रविष्टव्यम्	किम् प्रविष्टव्यम्
segment: वयं न	वयम् न
segment: विरला निःस्पृहास्ततः	विरलाः निःस्पृहाः ततः
segment: पक्षतावच्छेदकमिति	पक्षतावच्छेदकम् इति
segment: त्वां युधिष्ठिरमुखाः	त्वाम् युधिष्ठिरमुखाः
segment: संग्राह्यन्न	संग्राह्यत्वात् न
segment: गोपालकस्तव	गोपालकः तव
segment: श्रूयतां ममास्त्रस्य	श्रूयताम् मम अस्त्रस्य
segment: मूलयुक्तेरनुमिति	मूलयुक्तेः अनमिति
segment: शरीरं दूरस्थापि	शरीरम् दूरस्थापि
segment: ...इत्याशयेनह--ख	...इति आशयेन आह--ख
segment: लाघवं चास्तु	लाघवम् च अस्तु
segment: नापमानयेत्	न आपमानयेत्
segment: बहुशो दीयतामिति	बहुशः दीयताम् इति
segment: मैवम्	मा एवम्
segment: पार्थिवानां समक्षं	पार्थिवानाम् समक्षम्
segment: प्रतिपादकत्वमिति	प्रतिपादकत्वम् इति
segment: सर्वेति	सर्वे इति
segment: तद् अहं	तत् अहं
segment: प्राणाहुतिप्रदानेऽपि	प्राणाहुतिप्रदाने अपि
segment: सूर्यादिस्तत्र	सूर्यादिः तत्र
segment: .तत्रोपाधिसन्देहानुद्भावनप्रसङ्गात्	.तत्र इपाधिसन्देहानुद्भावनप्रसङ्गात्
segment: (असिमुद्यम्य)	(असिम् उद्यम्य)
segment: कालचक्रं तवाद्य	कालचक्रम् तव अद्य
segment: नाद्यः	न आद्यः
segment: साध्यसिद्धेरूद्देश्यत्वादेशतः	साध्यसिद्धेः उदेश्यत्व आदेशतः
segment: पुनरगसुतया	पुनः अगसुतया
segment: किंचिदनुपपन्नम्	किंचित् अनुपपन्नम्
segment: एवं तादृशवैजात्यं	एवम् तादृशवैजात्यम्
segment: यत्तु	यत् तु
segment: शंकास्पदमपि	शंकास्पदम् अपि
segment: प्रश्नस्तथोत्तरम्	प्रश्नः तथा उत्तरम्
segment: कुमारमन्तरेणानृतं नाभिधीयते	कुमारम् अन्तरेण अनृतम् न अभिधीयते
segment: (सर्वतो गत्वा)	(सर्वतः गत्वा)
segment: कार्यं करिष्यति	कार्यम् करिष्यति
segment: खल्वलीकमेतद्	खलु अलीकम् एतद्
segment: भणतं कौ	भणतम् कौ
segment: चोभयव्यावृत्तत्वस्य	च उभयव्यावृत्तत्वस्य
segment: पञ्चकार्यकारणभावापेक्षया	पञ्चकार्यकारणभाव अपेक्षया
segment: भिक्षां भवते	भिक्षाम् भवते
segment: हेतुत्वकल्पनान्नानुपपत्तिरित्यपि	हेतुत्वकल्पनान्नानुपपत्तिः इति अपि
segment: प्रशान्तो मोदते	प्रशान्तः मोदते
segment: मां	माम्
segment: नास्ति	न अस्ति
segment: नररूपमुपाश्रितस्य	नररूपम् उपाश्रितस्य
segment: विष्णोरेतत्समाधानं	विष्णोः एतत् समाधानं
segment: निवेद्यतां निवेद्यतां	निवेद्यताम् निवेद्यताम्
segment: पुरुषं विषयेषु	पुरुषम् विषयेषु
segment: स	सः
segment: यतो जनः	यतः जनः
segment: कर्तुमर्हति	कर्तुम् अर्हति
segment: जननीं मातुलं	जननीम् मातुलम्
segment: योऽन्यस्मै	यः अन्यस्मै
segment: विभूषणमणिद्युतिरञ्जिताङ्गो	विभूषणमणिद्युतिरञ्जिताङ्गः
segment: वत्सेनेन्द्रजिता	वत्सेन इन्द्रजिता
segment: वक्तुकाममिव	वक्तुकामम् इव
segment: .प्रत्यक्षासम्भवादिति-ख	.प्रत्यक्षासम्भवात् इति-ख
segment: क्वासौ	क्व असौ
segment: कथं भो	कथम् भो
segment: चाज्ञानपदार्थाभावः	च अज्ञानपदार्थाभावः
segment: निश्चय इति	निश्चयः इति
segment: तुदत्यलम्	तुदति अलम्
segment: शल्यः---ततस्ततः	शल्यः---ततः ततः
segment: सतीश्वरस्य	सति ईश्वरस्य
segment: खाण्डवमश्नतः	खाण्डवम् अश्नतः
segment: कथं न	कथम् न
segment: रामो लक्ष्मणः	रामः लक्ष्मणः
segment: गोवधजन्युदुःखमेव	गोवधजन्युदुःखम् एव
segment: बध्यतामयं केशवः	बध्यताम् अयम् केशवः
segment: चात्मनि	च आत्मनि
segment: कम्पितेयं वसुन्धरा	कम्पिता इयम् वसुन्धरा
segment: कुलालादिकृतीनामन्व	कुलालादिकृतीनाम् अन्वय
segment: मन्दस्तन्मन्यते	मन्दः तत् मन्यते
segment: तत्त्वज्ञानजन्यतानुपपत्तेश्च	तत्त्वज्ञानजन्यतानुपपत्तेः च
segment: धर्मेऽतिव्याप्तिः	धर्मे अतिव्याप्तिः
segment: दोषशङ्कापि	दोषशङ्का अपि
segment: विगतविषयदर्पं राक्षसेशं	विगतविषयदर्पम् राक्षसेशम्
segment: स्वयमेव	स्वयम् एव
segment: एष स्थितोऽस्मि	एषः स्थितः अस्मि
segment: संबन्धज्ञानस्यानपेक्षिततया	संबन्धज्ञानस्य अनपेक्षिततया
segment: तत्रात्मत्वभाने	तत्र आत्मत्वभाने
segment: धैर्यं मन्युर्मे	धैर्यम् मन्युः मे
segment: यन्निश्चीयमानमनुमितिप्रतिबन्धकं	यत् निश्चीयमानम् अनुमितिप्रतिबन्धकं
segment: भावकल्पनापत्तेश्च	भावकल्पनापत्तेः च
segment: घटस्यापि	घटस्य अपि
segment: स्वपितेव	स्वपिता इव
segment: सन्तापयेन्न	सन्तापयेत् न
segment: घटोत्कचः---एष भोः	घटोत्कचः---एषः भोः
segment: धूमादावपीत्यत उक्तम्---सर्वेति	धूमादौ अपि इत्यतः उक्तम्---सर्वे इति
segment: प्रायशिचत्तादौ	दुरितध्वंसम् उद्दिश्य
segment: साध्यसिद्धेरूद्देश्यतायामसतः	साध्यसिद्धेः उदेश्यतायाम् असतः
segment: मयाद्य	मया अद्य
segment: पक्षतावच्छेदकं पक्षतावच्छेदकावच्छेदेन	पक्षतावच्छेदकम् पक्षतावच्छेदका अवच्छेदेन
segment: चैवमेवेति	च एवम् एव इति
segment: प्रभृत्येव	प्रभृति एव
segment: प्रायश्चित्तफलत्वकथनमावश्यकमिति	प्रायश्चित्तफलत्वकथनम् आवश्यकम् इति
segment: तवानयामि	तव आनयामि
segment: नमुचिर्येन	नमुचिः येन
segment: साम्प्रतं	साम्प्रतम्
segment: धृतराष्ट्रः---(आसनादुत्थाय)	धृतराष्ट्रः---(आसनात् उत्थाय)
segment: एवं ब्रह्मवध	एवम् ब्रह्मवध
segment: विप्रियं कृत्वा	विप्रियम् कृत्वा
segment: स्मो भो	स्मः भो
segment: स्वगणपरिवृतं साकमाकम्प्य	स्वगणपरिवृतम् साकम् आकम्प्य
segment: गिरीणां	गिरीणाम्
segment: वानरमभिगच्छन्तं दृष्ट्वा	वानरम् अभिगच्छन्तम् दृष्ट्वा
segment: इत्यस्त्रोपदेशं ग्रहीतुमारब्धं	इति अस्त्रोपदेशम् ग्रहीतुम् आरब्धम्
segment: मां च	माम् च
segment: शीघ्रं महोल्केव	शीघ्रम् महोल्का इव
segment: लोकानां छलमपनेतुमुद्यतेन	लोकानाम् छलम् अपनेतुम् उद्यतेन
segment: तैरज्ञानस्यातिरिक्त	तैः अज्ञानस्य अतिरिक्त
segment: सेच्छति	स इच्छति
segment: तमवश्यं	तम् अवश्यं
segment: निष्ठतमर्धं कार्यस्य	निष्ठतमर्धम् कार्यस्य
segment: साधारण्यसंशयमपि	साधारण्यसंशयम् अपि
segment: मैवम्	मा एवम्
segment: सदुःखास्ता	सदुःखाः ताः
segment: किं विपक्षपक्षमवलम्बसे	किम् विपक्षपक्षम् अवलम्बसे
segment: तस्यापि	तस्य अपि
segment: अन्यदपि	अन्यत् अपि
segment: पश्यामीव	पश्यामि इव
segment: सिद्धमिति	सिद्धम् इति
segment: पक्षीयव्यभिचारसंशयस्यैव	पक्षीयव्यभिचारसंशयस्य एव
segment: रावणजीमूताद् बाणधारा	रावणजीमूतात् बाणधाराः
segment: शल्यः---ततस्ततः	शल्यः---ततः ततः
segment: .व्यभिचारादय उपाधयः-क	.व्यभिचारादयः उपाधयः-क
segment: वैधव्यं दापितं	वैधव्यम् दापितम्
segment: मोक्षभिन्नज्ञानविषय	इति अर्थः
segment: योधस्यन्दनवाजिवारणवधैर्विक्षोभ्य	योधस्यन्दनवाजिवारणवधैः विक्षोभ्य
segment: लक्षणगमनेऽपि	लक्षणगमने अपि
segment: सन्तस्तु	सन्तः तु
segment: इन्द्रियेभ्यो परं	इन्द्रियेभ्यः परम्
segment: सब्रह्मेन्द्रमरुद्गणं त्रिभुवनं	सब्रह्मेन्द्रमरुद्गणम् त्रिभुवनम्
segment: विषयतावच्छेदकत्वमेव	विषयतावच्छेदकत्वम् एव
segment: तानहम्	तान् अहम्
segment: विधानुभवस्यासंभवात्	विध अनुभवस्य असंभवात्
segment: ह्यग्निष्टोमफलं ददामि	हि अग्निष्टोमफलम् ददामि
segment: सहनीयो न	सहनीयः न
segment: यो मत्तस्य	यः मत्तस्य
segment: लाघवज्ञानसहितात्सर्गाद्यकालीन	लाघवज्ञानसहितात् सर्गादि अकालीन
segment: तृतीयः---एष एषः	तृतीयः---एषः एषः
segment: कृष्णेनैतदुदाहृतम्	कृष्णेन एतत् उदाहृतम्
segment: स महाव्याधिना	सः महाव्याधिना
segment: किञ्चित्समयानन्तरम्	किञ्चित् समयानन्तरम्
segment: महद् आश्चर्यं	महत् आश्चर्यं
segment: सूर्य इव	सूर्यः इव
segment: स विन्दति	सः विन्दति
segment: ज्ञानेच्छायोरङ्गीकारे	ज्ञानेच्छायोः अङ्गीकारे
segment: गम्यतां स्वनिलयमेव	गम्यताम् स्वनिलयम् एव
segment: वाहनो गरुडः	वाहनः गरुडः
segment: बाधस्यैव-ख	बाधस्य एव-ख
segment: इत्यत्र	इति अत्र
segment: गङ्गाप्रभृतयो महानद्य	गङ्गाप्रभृतयः महानद्यः
segment: अत एव	अतः एव
segment: इमा आपः	इमाः आपः
segment: रामः---यदाज्ञापयति	रामः---यद् आज्ञापयति
segment: .एतदविषयस्यानु--क	.एतत् विषयस्य अनु--क
segment: भीष्मं छलैर्हत्वा	भीष्मम् छलैः हत्वा
segment: मुदिततरमुखो मुष्टिना	मुदिततरमुखः मुष्टिना
segment: विवादविषयकर्तृकत्वं तदिति	विवादविषयकर्तृकत्वम् तत् इति
segment: इत्याह----ते	इति आह----ते
segment: .यत्तु	.यः तु
segment: नादेनैव	नादेन एव
segment: चरमत्वं द्विविधमिति	चरमत्वम् द्विविधम् इति
segment: सत्वान्न	सत्वात् न
segment: सदृशमेतत्	सदृशम् एतत्
segment: राजंस्त्वत्कारणादेव	राजन् त्वत्कारणात् एव
segment: ध्रुवमहो	ध्रुवम् अहो
segment: वाली---दण्ड्य इति	वाली---दण्ड्यः इति
segment: तेऽस्ति	ते अस्ति
segment: दुर्योधन इत	दुर्योधनः इतः
segment: मुक्तित्वादिमतापेक्षया	मुक्तित्वादिमत आपेक्षया
segment: इत्यत्र	इति अत्र
segment: भट्टानुयायीनां तत्र	भट्टानुयायीनाम् तत्र
segment: श्रीर्यस्याभिरता नियोगसुमुखी	श्रीः यस्य अभिरताः नियोगसुमुखी
segment: एतदनुष्ठीयते	एतत् अनुष्ठीयते
segment: ईदृशमिव	ईदृशम् इव
segment: वच्छेदकत्वस्योपदर्शि	वच्छेदकत्वस्य उपदर्शि
segment: यत्तु	यत् तु
segment: रथगतमभियान्तं रावणं	रथगतम् अभियान्तम् रावणम्
segment: धर्मसमयं संक्लेश्यमाना	धर्मसमयम् संक्लेश्यमाना
segment: राममुपगच्छामीति	रामम् उपगच्छामि इति
segment: नाति-क	न अति-क
segment: तं कर्तुं	तम् कर्तुम्
segment: मेरुगुहामेव	मेरुगुहाम् एव
segment: विलम्बो नैव	विलम्बः नैव
segment: कृतिजन्यत्वं तथाप्युपदर्शितसिद्ध	कृतिजन्यत्वम् तथा अपि उपदर्शितसिद्ध
segment: कश्चिद्गन्तुमिच्छेद्यमालयम्	कश्चित् गन्तुम् इच्छेत् यमालयम्
segment: चैकं.	च एकं
segment: दण्डमाज्ञापयतु	दण्डम् आज्ञापयतु
segment: तदनुद्भावनस्यैव	तदनुद्भावनस्य एव
segment: तयोस्तत्र	तयोः तत्र
segment: प्राणान्तिकेऽपि	प्राणान्तिके अपि
segment: तत्करणीभूतशरीरमनोयोगादेः	तत् करणीभूतशरीरमनोयोगादेः
segment: दैवगतिं गतेन	दैवगतिम् गतेन
segment: अप्राप्तकामा ज्वलनं	अप्राप्तकामाः ज्वलनम्
segment: यमसदनं प्रतियापयाम्यहं	यमसदनम् प्रतियापयामि अहम्
segment: भवन्तमभिवादयन्ति	भवन्तम् अभिवादयन्ति
segment: वाक्यार्थः	वाक्य अर्थः
segment: नाद्यः	न आद्यः
segment: .शब्दवृत्तिमप्यविग्रहप्रति-क	.शब्दवृत्तिम् अपि विग्रहप्रति-क
segment: मातुलेनाभिधीयताम्	मातुलेन अभिधीयताम्
segment: कुत्रापि	कुत्र अपि
segment: एष	एषः
segment: तत्सन्देहे	तत् संदेहे
segment: सर्वं दृष्टमिदं	सर्वम् दृष्टम् इदम्
segment: मां वञ्चयितुकामो	माम् वञ्चयितुकामः
segment: स लभ्यताम्	सः लभ्यताम्
segment: मामयं राक्षसाधमः	माम् अयम् राक्षसाधमः
segment: वयं भक्तास्तथा	वयम् भक्ताः तथा
segment: निर्गतो रावणः	निर्गतः रावणः
segment: तज्ज्ञानप्रमात्वविषयतया	तत् ज्ञानप्रमात्वविषयतया
segment: तं हत्वा	तम् हत्वा
segment: अक्षयोऽस्तु	अक्षयः अस्तु
segment: इत्यत्रैवात्रापि	इति अत्र एव अत्र अपि
segment: शैलाश्च	शैलाः च
segment: कल्पनान्यथा	कल्पन अन्यथा
segment: एतद् अपि	एतत् अपि
segment: अतिपातिवृत्तान्तनिवेदनत्वरयावस्थान्तरं नावेक्षितम्	अतिपातिवृत्तान्तनिवेदनत्वरय अवस्थान्तरम् न अवेक्षितम्
segment: दत्तं शप्तं	दत्तम् शप्तम्
segment: किंचिदनुपपन्नम्	किंचित् अनुपपन्नम्
segment: को नु	कः नु
segment: चास्तु	च अस्तु
segment: कृतं मे	कृतम् मे
segment: निश्चित-साध्यवद्वृत्तित्वे	निश्चित-साध्यवत् वृत्तित्वे
segment: ततस्ततः	ततः ततः
segment: वेदान्तिनां क्षतिविरहात्	वेदान्तिनाम् क्षतिविरहात्
segment: जडघटत्वादित्यनुमानाद्वातिरिक्ताभाव	जडघटत्वादित्यनुमानात् वा अतिरिक्ताभाव
segment: रावणस्यावलेपः	रावणस्य अवलेपः
segment: ह्रस्वत्वं केशवस्य	ह्रस्वत्वम् केशवस्य
segment: सर्वसिद्धत्वाच्च	सर्वसिद्धत्वात् च
segment: चैवं	च एवं
segment: प्रतियोगिताकस्तथा	प्रतियोगिताकः तथा
segment: ज्ञायमानमिति	ज्ञायमानम् इति
segment: धृतराष्ट्रः---कथमिदानीं वृत्तमेतत्	धृतराष्ट्रः---कथम् इदानीम् वृत्तम् एतत्
segment: जीवात्ममात्रविषयकोवा	जीवात्ममात्रविषयक वा
segment: कनकरचितचापं तीक्ष्णमुद्यम्य	कनकरचितचापम् तीक्ष्णम् उद्यम्य
segment: प्रागभावासमानकालीनदुःखध्वंसत्वस्य	प्रागभाव असमानकालीनदुःखध्वंसत्वस्य
segment: वाक्यैर्भोगस्य	वाक्यैः भोगस्य
segment: आसातां भवन्तौ	आसाताम् भवन्तौ
segment: वानरेन्द्रस्तु	वानरेन्द्रः तु
segment: किं गूहसे	किम् गूहसे
segment: ग्रहीतुमारब्धं मया	ग्रहीतुम् आरब्धम् मया
segment: तदज्ञाननादीनां जन्यत्वकल्पने	तदज्ञाननादीनाम् जन्यत्वकल्पने
segment: भोगसुखादिमत्त्वमादाय	भोगसुखादिमत्त्वम् आदाय
segment: तत्राव्याप्तिरिति	तत्र अव्याप्तिः इति
segment: आर्यपुत्रो भवेत्	आर्यपुत्रः भवेत्
segment: रावणः---कथं कथं	रावणः---कथम् कथम्
segment: सामानाधिकरण्यरूपं तत्र	सामानाधिकरण्यरूपम् तत्र
segment: यशसो भाजनेन	यशसः भाजनेन
segment: गिरं भगवतो	गिरम् भगवतः
segment: मातलिवाहितो रथः	मातलिवाहितः रथः
segment: संबन्धाङ्गीकारादुपदर्शितरीत्या	संबन्धाङ्गीकारात् उपदर्शितरीत्या
segment: .तद्वत्त्वगोचरज्ञानस्य	.तद्वत् अगोचरज्ञानस्य
segment: .सामान्यान्योभन्याभावाविवक्षायामिदम्	.सामान्यान्योन्याभावौ अविवक्षायाम् इदम्
segment: मवनतमिव	अवनतम् इव
segment: यद् उक्तवान्	यत् उक्तवान्
segment: दर्पो मातृपक्षोग्ररूपो	दर्पः मातृपक्षोग्ररूपः
segment: जटामात्रविद्ब्रह्मसन्धिज्ञो	जटा मात्र वित् ब्रह्म सन्धि ज्ञः
segment: रावणं निहतं	रावणम् निहतम्
segment: अतो नानित्यदोषता	अतः न अनित्यदोषता
segment: इयं कौमोदकी	इयम् कौमोदकी
segment: एष खलु	एषः खलु
segment: राज्यं जनकः	राज्यम् जनकः
segment: अतोऽप्यधिकम्	अतः अपि अधिकम्
segment: विभीषणः---तदेव	विभीषणः---तद् एव
segment: सुघोरं बाणजालं	सुघोरम् बाणजालम्
segment: त्वां देवि	त्वाम् देवि
segment: भवानपकृष्य	भवान् अपकृष्य
segment: रतिरुग्रबलैश्च	रतिः उग्रबलैः च
segment: भावस्यावश्यकत्वात्	भावस्य आवश्यकत्वात्
segment: पूर्वपक्षिणस्तस्येष्टत्वादिति	पूर्वपक्षिणः तस्य इष्टत्वात् इति
segment: कुतो नु	कुतः नु
segment: एवं कृतप्रायश्रित्तस्य	एवम् कृतप्रायश्रित्तस्य
segment: जीवात्मपरमात्मनोरभेदभ्रमस्य	जीवात्मपरमात्मनः अभेदभ्रमस्य
segment: रामः--कथं कथं	रामः--कथम् कथम्
segment: एतत्त्वादित्यादौ	एतत्त्वात् इत्यादौ
segment: कृतापराधो मुनिशापमाप्तवान्	कृतापराधः मुनिशापम् आप्तवान्
segment: ...सामान्याभावस्याविवक्षायाम्--ख	...सामान्याभावस्य अविवक्षायाम्--ख
segment: चानेकवाचिसर्वपदार्थासम्भवस्तत्रेति	च अनेकवाचिसर्वपदार्थासम्भवः तत्र इति
segment: किमभिधास्यसि	किम् अभिधास्यसि
segment: विद्यान्न	विद्यात् न
segment: स्ववचनकृतदोषो बध्यतामेष	स्ववचनकृतदोषः बध्यताम् एषः
segment: प्रतिबन्धकत्वमिति	प्रतिबन्धकत्वम् इति
segment: वीजन्तो मलयानिला	वीजन्तः मलयानिलाः
segment: शिवो दृश्यते	शिवः दृश्यते
segment: श्रद्धेयरूप इव	श्रद्धेयरूपः इव
segment: मकरालयं वा	मकरालयम् वा
segment: स वानरः	सः वानरः
segment: काशीमरणान्मुक्तिरिति	काशीमरणान् मुक्तिः इति
segment: कर्णः---दृढं प्रीतोऽस्मि	कर्णः---दृढम् प्रीतः अस्मि
segment: देवं च	देवम् च
segment: तस्माद् वृक्षात्	तस्मात् वृक्षात्
segment: दुःखप्रागभावस्वरूपो वा	तादृशदुःखप्रागभावसंबंधः दुःखप्रागभावस्वरूपः
segment: महाकालो न	महाकालः न
segment: स्वयमात्मदोष-	स्वयम् आत्मदोषम्
segment: मां प्रहरेद्	माम् प्रहरेत्
segment: जयद्रथो निहतः	जयद्रथः निहतः
