input	output
tag: ऋतुः उवाच ।	ऋतुः|NOUN उवाच|VERB ।|SYM
tag: कः निबोध ।	कः|PRON निबोध|VERB ।|SYM
tag: महत् नरं विनद्य ।	महत्|ADJ नरं|NOUN विनद्य|VERB ।|SYM
tag: यज्ञः निकृष्टः घोषयति ।	यज्ञः|NOUN निकृष्टः|ADJ घोषयति|VERB ।|SYM
tag: शीतलः व्यापारिणाम् ब्रवीमि ।	शीतलः|ADJ व्यापारिणाम्|NOUN ब्रवीमि|VERB ।|SYM
tag: पिता व्याख्याति ।	पिता|NOUN व्याख्याति|VERB ।|SYM
tag: मूलम् भवतु ।	मूलम्|NOUN भवतु|VERB ।|SYM
tag: पितरौ च कामः शक्नोति ।	पितरौ|NOUN च|CONJ कामः|NOUN शक्नोति|VERB ।|SYM
tag: का कर्म प्रोक्तः ।	का|PRON कर्म|NOUN प्रोक्तः|VERB ।|SYM
tag: हर्षम् भूमिः वसति ।	हर्षम्|NOUN भूमिः|NOUN वसति|VERB ।|SYM
tag: वास्तुशास्त्रम् सर्वेषाम् शास्त्राणाम् श्रेष्ठम् अस्ति । तत् च सर्वेषाम् गृहाणाम् निर्माता अस्ति । तस्य च ज्ञाने सर्वे सुखिनः भवन्ति । तस्य च अज्ञाने सर्वे दुःखिनः भवन्ति ।	वास्तुशास्त्रम्|NOUN सर्वेषाम्|PRON शास्त्राणाम्|NOUN श्रेष्ठम्|ADJ अस्ति|VERB ।|SYM तत्|PRON च|CONJ सर्वेषाम्|PRON गृहाणाम्|NOUN निर्माता|ADJ अस्ति|VERB ।|SYM तस्य|PRON च|CONJ ज्ञाने|NOUN सर्वे|PRON सुखिनः|ADJ भवन्ति|VERB ।|SYM तस्य|PRON च|CONJ अज्ञाने|NOUN सर्वे|PRON दुःखिनः|ADJ भवन्ति|VERB ।|SYM
tag: ताः अयनेषु पठति ।	ताः|PRON अयनेषु|NOUN पठति|VERB ।|SYM
tag: काशी च आपत्सु बभूव ।	काशी|NOUN च|CONJ आपत्सु|NOUN बभूव|VERB ।|SYM
tag: वै कुन्तिभोजः अवलोकयति ।	वै|ADV कुन्तिभोजः|NOUN अवलोकयति|VERB ।|SYM
tag: पितृ अन्यायः आगच्छति ।	पितृ|NOUN अन्यायः|NOUN आगच्छति|VERB ।|SYM
tag: कदाचित् भेर्यः जानाति ।	कदाचित्|ADV भेर्यः|NOUN जानाति|VERB ।|SYM
tag: अशक्तः आपत्सु श्रावयामास ।	अशक्तः|ADJ आपत्सु|NOUN श्रावयामास|VERB ।|SYM
tag: असत्यम् च व्यासं भवति ।	असत्यम्|NOUN च|CONJ व्यासं|NOUN भवति|VERB ।|SYM
tag: सुन्दरः नरः भवति ।	सुन्दरः|ADJ नरः|NOUN भवति|VERB ।|SYM
tag: राजा च वाजश्रवाः ब्रवीमि ।	राजा|NOUN च|CONJ वाजश्रवाः|NOUN ब्रवीमि|VERB ।|SYM
tag: द्रुपदपुत्रेण व्यापारी भविष्यति ।	द्रुपदपुत्रेण|NOUN व्यापारी|NOUN भविष्यति|VERB ।|SYM
tag: मित्रम् च सेवायाम् खेलामः ।	मित्रम्|NOUN च|CONJ सेवायाम्|NOUN खेलामः|VERB ।|SYM
tag: उच्चैः अर्जुन रक्ष्यते ।	उच्चैः|ADV अर्जुन|NOUN रक्ष्यते|VERB ।|SYM
tag: अदः वसति ।	अदः|PRON वसति|VERB ।|SYM
tag: विद्यालयः च पुरुजित् दृश्यते ।	विद्यालयः|NOUN च|CONJ पुरुजित्|NOUN दृश्यते|VERB ।|SYM
tag: कार्यालयः च नरः अस्ति ।	कार्यालयः|NOUN च|CONJ नरः|NOUN अस्ति|VERB ।|SYM
tag: सर्वे खादति ।	सर्वे|PRON खादति|VERB ।|SYM
tag: कार्यं च वृक्षः श्रावयामास ।	कार्यं|NOUN च|CONJ वृक्षः|NOUN श्रावयामास|VERB ।|SYM
tag: राज्यम् अब्रवीत् ।	राज्यम्|NOUN अब्रवीत्|VERB ।|SYM
tag: वाजश्रवसः निवेदयति ।	वाजश्रवसः|NOUN निवेदयति|VERB ।|SYM
tag: शुकं भविष्यति ।	शुकं|NOUN भविष्यति|VERB ।|SYM
tag: अश्वः नदी अवलोकयति ।	अश्वः|NOUN नदी|NOUN अवलोकयति|VERB ।|SYM
tag: सेवायाम् राज्यम् संभवति ।	सेवायाम्|NOUN राज्यम्|NOUN संभवति|VERB ।|SYM
tag: ऋषिकेशः नरपुङ्गवः संभवति ।	ऋषिकेशः|NOUN नरपुङ्गवः|NOUN संभवति|VERB ।|SYM
tag: यः कुर्वत ।	यः|PRON कुर्वत|VERB ।|SYM
tag: पाणिनिः च आचारात् वदति ।	पाणिनिः|NOUN च|CONJ आचारात्|NOUN वदति|VERB ।|SYM
tag: एतस्य आचारात् पठति ।	एतस्य|PRON आचारात्|NOUN पठति|VERB ।|SYM
tag: अधीरः धर्मक्षेत्रे बुभूषति ।	अधीरः|ADJ धर्मक्षेत्रे|NOUN बुभूषति|VERB ।|SYM
tag: गुरुः बहवः युध्यति ।	गुरुः|NOUN बहवः|ADJ युध्यति|VERB ।|SYM
tag: पर्याप्तम् अशोकः वसति ।	पर्याप्तम्|ADJ अशोकः|NOUN वसति|VERB ।|SYM
tag: युधामन्युः च विष्णुः वसति ।	युधामन्युः|NOUN च|CONJ विष्णुः|NOUN वसति|VERB ।|SYM
tag: कस्मिंश्चित् वने व्याघ्रः नाम सिंहः वसति स्म । स च सर्वेषाम् पशूनाम् राजा आसीत् । तस्य च मन्त्री शृगालः आसीत् । स च राज्ञः सेवायाम् निरतः आसीत् ।	कस्मिंश्चित्|PRON वने|NOUN व्याघ्रः|NOUN नाम|NOUN सिंहः|NOUN वसति|VERB स्म|PART ।|SYM स|PRON च|CONJ सर्वेषाम्|PRON पशूनाम्|NOUN राजा|NOUN आसीत्|VERB ।|SYM तस्य|PRON च|CONJ मन्त्री|NOUN शृगालः|NOUN आसीत्|VERB ।|SYM स|PRON च|CONJ राज्ञः|NOUN सेवायाम्|NOUN निरतः|ADJ आसीत्|VERB ।|SYM
tag: प्रथमम् बालकः वदति ।	प्रथमम्|ADV बालकः|NOUN वदति|VERB ।|SYM
tag: प्रातः घोड़ा ददति ।	प्रातः|ADV घोड़ा|NOUN ददति|VERB ।|SYM
tag: कपिशः पिता शक्नोति ।	कपिशः|NOUN पिता|NOUN शक्नोति|VERB ।|SYM
tag: सर्वे राज्ञाम् संगच्छति ।	सर्वे|PRON राज्ञाम्|NOUN संगच्छति|VERB ।|SYM
tag: एतस्याः देवं श्रावयामास ।	एतस्याः|PRON देवं|NOUN श्रावयामास|VERB ।|SYM
tag: ग्रामः पठति ।	ग्रामः|NOUN पठति|VERB ।|SYM
tag: उशन् सन्ति ।	उशन्|PRON सन्ति|VERB ।|SYM
tag: आम् वाजश्रवाः खेलामः ।	आम्|ADV वाजश्रवाः|NOUN खेलामः|VERB ।|SYM
tag: पशूनाम् च धृतराष्ट्र कामयते ।	पशूनाम्|NOUN च|CONJ धृतराष्ट्र|NOUN कामयते|VERB ।|SYM
tag: व्याघ्रः सूचयति ।	व्याघ्रः|NOUN सूचयति|VERB ।|SYM
tag: अरावली अधमः कुर्वत ।	अरावली|NOUN अधमः|ADJ कुर्वत|VERB ।|SYM
tag: कालः घोषयति ।	कालः|NOUN घोषयति|VERB ।|SYM
tag: मधुरः राज्ञः विचारयति ।	मधुरः|ADJ राज्ञः|NOUN विचारयति|VERB ।|SYM
tag: कमरबन्दः कृष्णा गच्छति ।	कमरबन्दः|NOUN कृष्णा|NOUN गच्छति|VERB ।|SYM
tag: घोड़ा च धर्मः श्रावयामास ।	घोड़ा|NOUN च|CONJ धर्मः|NOUN श्रावयामास|VERB ।|SYM
tag: यथा ब्रह्मा अस्ति ।	यथा|ADV ब्रह्मा|NOUN अस्ति|VERB ।|SYM
tag: द्वारम् ताडयति ।	द्वारम्|NOUN ताडयति|VERB ।|SYM
tag: शक्तिमान् धृतराष्ट्र ब्रवीमि ।	शक्तिमान्|ADJ धृतराष्ट्र|NOUN ब्रवीमि|VERB ।|SYM
tag: स्वादुः शृगालः शिक्षयति ।	स्वादुः|ADJ शृगालः|NOUN शिक्षयति|VERB ।|SYM
tag: ज्ञानम् कर्णः नमस्कृत्य ।	ज्ञानम्|NOUN कर्णः|NOUN नमस्कृत्य|VERB ।|SYM
tag: एतत् संभवति ।	एतत्|PRON संभवति|VERB ।|SYM
tag: धनवान् सुतं युध्यति ।	धनवान्|ADJ सुतं|NOUN युध्यति|VERB ।|SYM
tag: अधिकः रामः भुङ्क्ते ।	अधिकः|ADJ रामः|NOUN भुङ्क्ते|VERB ।|SYM
tag: विक्रमादित्यः ज्ञानम् अभ्यहन्यन्त ।	विक्रमादित्यः|NOUN ज्ञानम्|NOUN अभ्यहन्यन्त|VERB ।|SYM
tag: शङ्खम् बोधयति ।	शङ्खम्|NOUN बोधयति|VERB ।|SYM
tag: देवाः करोति ।	देवाः|NOUN करोति|VERB ।|SYM
tag: यः अभिरक्षन्तु ।	यः|PRON अभिरक्षन्तु|VERB ।|SYM
tag: शीतः वृक्षः गच्छति ।	शीतः|ADJ वृक्षः|NOUN गच्छति|VERB ।|SYM
tag: वयम् शङ्खाः निबोध ।	वयम्|PRON शङ्खाः|NOUN निबोध|VERB ।|SYM
tag: यानि कृष्णः दिदृक्षते ।	यानि|PRON कृष्णः|NOUN दिदृक्षते|VERB ।|SYM
tag: औषधम् च शङ्खम् नमस्कृत्य ।	औषधम्|NOUN च|CONJ शङ्खम्|NOUN नमस्कृत्य|VERB ।|SYM
tag: राज्ञाम् च चन्द्रः अवलोकयति ।	राज्ञाम्|NOUN च|CONJ चन्द्रः|NOUN अवलोकयति|VERB ।|SYM
tag: याः भीष्मम् खादति ।	याः|PRON भीष्मम्|NOUN खादति|VERB ।|SYM
tag: पुरुषः भविष्यति ।	पुरुषः|NOUN भविष्यति|VERB ।|SYM
tag: आपत्सु बलवान् कामयते ।	आपत्सु|NOUN बलवान्|ADJ कामयते|VERB ।|SYM
tag: कुत्र काशी विनद्य ।	कुत्र|ADV काशी|NOUN विनद्य|VERB ।|SYM
tag: स्थूलः व्यापारिणाम् व्याख्याति ।	स्थूलः|ADJ व्यापारिणाम्|NOUN व्याख्याति|VERB ।|SYM
tag: एषा खेलामः ।	एषा|PRON खेलामः|VERB ।|SYM
tag: यथाभागम् गुरुः ब्रवीमि ।	यथाभागम्|ADV गुरुः|NOUN ब्रवीमि|VERB ।|SYM
tag: ब्रह्मन् च आचारात् विचारयति ।	ब्रह्मन्|NOUN च|CONJ आचारात्|NOUN विचारयति|VERB ।|SYM
tag: ताः कन्याकुब्जा घोषयति ।	ताः|PRON कन्याकुब्जा|NOUN घोषयति|VERB ।|SYM
tag: सीता च पितरौ दध्मौ ।	सीता|NOUN च|CONJ पितरौ|NOUN दध्मौ|VERB ।|SYM
tag: कालः च धर्मक्षेत्रे उपदिशति ।	कालः|NOUN च|CONJ धर्मक्षेत्रे|NOUN उपदिशति|VERB ।|SYM
tag: असौ शास्त्रम् पश्यति ।	असौ|PRON शास्त्रम्|NOUN पश्यति|VERB ।|SYM
tag: यः अशोकः संभवति ।	यः|PRON अशोकः|NOUN संभवति|VERB ।|SYM
tag: मातृ अयोध्या भुङ्क्ते ।	मातृ|NOUN अयोध्या|NOUN भुङ्क्ते|VERB ।|SYM
tag: मुनिः च युधामन्युः निवेदयति ।	मुनिः|NOUN च|CONJ युधामन्युः|NOUN निवेदयति|VERB ।|SYM
tag: अशक्तः शङ्खाः गच्छति ।	अशक्तः|ADJ शङ्खाः|NOUN गच्छति|VERB ।|SYM
tag: ताः अशोकः जल्पति ।	ताः|PRON अशोकः|NOUN जल्पति|VERB ।|SYM
tag: द्रौपदेयाः धर्मः उवाच ।	द्रौपदेयाः|NOUN धर्मः|NOUN उवाच|VERB ।|SYM
tag: सञ्जय वचनम् गायति ।	सञ्जय|NOUN वचनम्|NOUN गायति|VERB ।|SYM
tag: क्षेत्रम् द्वेष्टि ।	क्षेत्रम्|NOUN द्वेष्टि|VERB ।|SYM
tag: वनम् ब्रह्मा ताडयति ।	वनम्|NOUN ब्रह्मा|NOUN ताडयति|VERB ।|SYM
tag: व्यूढाम् रक्षकाः दृश्यते ।	व्यूढाम्|ADJ रक्षकाः|NOUN दृश्यते|VERB ।|SYM
tag: अत्र नारायणं प्रादुरासीत् ।	अत्र|ADV नारायणं|NOUN प्रादुरासीत्|VERB ।|SYM
tag: धर्मक्षेत्रे समानः अस्ति ।	धर्मक्षेत्रे|NOUN समानः|ADJ अस्ति|VERB ।|SYM
tag: अप्रशस्तः सत्यम् विमृशति ।	अप्रशस्तः|ADJ सत्यम्|NOUN विमृशति|VERB ।|SYM
tag: सत्यम् च रामः चिन्तयति ।	सत्यम्|NOUN च|CONJ रामः|NOUN चिन्तयति|VERB ।|SYM
tag: तस्य धर्मः नमस्कृत्य ।	तस्य|PRON धर्मः|NOUN नमस्कृत्य|VERB ।|SYM
tag: द्रुपदपुत्रेण सर्वः बुभूषति ।	द्रुपदपुत्रेण|NOUN सर्वः|ADJ बुभूषति|VERB ।|SYM
tag: कर्म च जीवानाम् विनद्य ।	कर्म|NOUN च|CONJ जीवानाम्|NOUN विनद्य|VERB ।|SYM
tag: एते निगच्छति ।	एते|PRON निगच्छति|VERB ।|SYM
tag: धर्मक्षेत्रे घोड़ा अवलोकयति ।	धर्मक्षेत्रे|NOUN घोड़ा|NOUN अवलोकयति|VERB ।|SYM
tag: महेशः उत्तमः जगाद ।	महेशः|NOUN उत्तमः|ADJ जगाद|VERB ।|SYM
tag: असौ भवतु ।	असौ|PRON भवतु|VERB ।|SYM
tag: कः आनन्दः दृश्यते ।	कः|PRON आनन्दः|NOUN दृश्यते|VERB ।|SYM
tag: मनुष्यः च पुस्तकम् जल्पति ।	मनुष्यः|NOUN च|CONJ पुस्तकम्|NOUN जल्पति|VERB ।|SYM
tag: श्रेयः खेलामः ।	श्रेयः|NOUN खेलामः|VERB ।|SYM
tag: सत्यम् सुतं दध्मौ ।	सत्यम्|NOUN सुतं|NOUN दध्मौ|VERB ।|SYM
tag: तुमुलः श्रेयः निगच्छति ।	तुमुलः|ADJ श्रेयः|NOUN निगच्छति|VERB ।|SYM
tag: सर्वत्र पुरुजित् शिक्षते ।	सर्वत्र|ADV पुरुजित्|NOUN शिक्षते|VERB ।|SYM
tag: मन्त्री कुरुवृद्धः विचारयति ।	मन्त्री|NOUN कुरुवृद्धः|NOUN विचारयति|VERB ।|SYM
tag: तुमुलः महेशः गायति ।	तुमुलः|ADJ महेशः|NOUN गायति|VERB ।|SYM
tag: घोड़ा सत्यम् बोधयति ।	घोड़ा|NOUN सत्यम्|NOUN बोधयति|VERB ।|SYM
tag: अस्थि च मित्रम् समीक्षते ।	अस्थि|NOUN च|CONJ मित्रम्|NOUN समीक्षते|VERB ।|SYM
tag: कर्म उवाच ।	कर्म|NOUN उवाच|VERB ।|SYM
tag: तया कल्पः आगच्छति ।	तया|PRON कल्पः|NOUN आगच्छति|VERB ।|SYM
tag: यत्र कुर्ता नमस्कृत्य ।	यत्र|ADV कुर्ता|NOUN नमस्कृत्य|VERB ।|SYM
tag: व्यापारी कोमलः मारयति ।	व्यापारी|NOUN कोमलः|ADJ मारयति|VERB ।|SYM
tag: ब्रह्मन् श्रेयः निबोध ।	ब्रह्मन्|NOUN श्रेयः|NOUN निबोध|VERB ।|SYM
tag: बलवान् नारायणं भाषते ।	बलवान्|ADJ नारायणं|NOUN भाषते|VERB ।|SYM
tag: शङ्खम् प्रहरति ।	शङ्खम्|NOUN प्रहरति|VERB ।|SYM
tag: जीवानाम् कार्यालयः ब्रवीमि ।	जीवानाम्|NOUN कार्यालयः|NOUN ब्रवीमि|VERB ।|SYM
tag: राज्ञः मृदुः अस्ति ।	राज्ञः|NOUN मृदुः|ADJ अस्ति|VERB ।|SYM
tag: सा मार्गः अभवत् ।	सा|PRON मार्गः|NOUN अभवत्|VERB ।|SYM
tag: भीष्मम् पितरौ प्रहरति ।	भीष्मम्|NOUN पितरौ|NOUN प्रहरति|VERB ।|SYM
tag: घोड़ा युद्धविशारदाः करोति ।	घोड़ा|NOUN युद्धविशारदाः|ADJ करोति|VERB ।|SYM
tag: कस्मिंश्चित् नगरे व्यापारी नाम धनवान् आसीत् । स च सर्वेषाम् व्यापारिणाम् श्रेष्ठः आसीत् । तस्य च पुत्रः एकः आसीत् । स च पितुः शिक्षायाम् निरतः आसीत् ।	कस्मिंश्चित्|PRON नगरे|NOUN व्यापारी|NOUN नाम|NOUN धनवान्|ADJ आसीत्|VERB ।|SYM स|PRON च|CONJ सर्वेषाम्|PRON व्यापारिणाम्|NOUN श्रेष्ठः|ADJ आसीत्|VERB ।|SYM तस्य|PRON च|CONJ पुत्रः|NOUN एकः|ADJ आसीत्|VERB ।|SYM स|PRON च|CONJ पितुः|NOUN शिक्षायाम्|NOUN निरतः|ADJ आसीत्|VERB ।|SYM
tag: कमरबन्दः सूचयति ।	कमरबन्दः|NOUN सूचयति|VERB ।|SYM
tag: शिक्षायाम् पिता बुभूषति ।	शिक्षायाम्|NOUN पिता|NOUN बुभूषति|VERB ।|SYM
tag: अत्र गंगा घोषयति ।	अत्र|ADV गंगा|NOUN घोषयति|VERB ।|SYM
tag: इह कर्माणि वदति ।	इह|ADV कर्माणि|NOUN वदति|VERB ।|SYM
tag: प्रतापवान् एकम् पश्यति ।	प्रतापवान्|ADJ एकम्|NOUN पश्यति|VERB ।|SYM
tag: वृक्षः मूलम् अभवत् ।	वृक्षः|NOUN मूलम्|NOUN अभवत्|VERB ।|SYM
tag: अयनेषु च सर्वेषु यथाभागम् अवस्थिताः । भीष्मम् एव अभिरक्षन्तु भवन्तः सर्वे एव हि ॥	अयनेषु|NOUN च|CONJ सर्वेषु|ADJ यथाभागम्|ADV अवस्थिताः|ADJ ।|SYM भीष्मम्|NOUN एव|PART अभिरक्षन्तु|VERB भवन्तः|PRON सर्वे|PRON एव|PART हि|PART ॥|SYM
tag: काशी गच्छति ।	काशी|NOUN गच्छति|VERB ।|SYM
tag: ब्रह्मन् कपिशः बुभूषति ।	ब्रह्मन्|NOUN कपिशः|NOUN बुभूषति|VERB ।|SYM
tag: उत्तमः हनुमान् समीक्षते ।	उत्तमः|ADJ हनुमान्|NOUN समीक्षते|VERB ।|SYM
tag: अन्नम् ब्रवीमि ।	अन्नम्|NOUN ब्रवीमि|VERB ।|SYM
tag: कोऽपि असत्यम् अवलोकयति ।	कोऽपि|PRON असत्यम्|NOUN अवलोकयति|VERB ।|SYM
tag: मनोहरः सेवायाम् स्मरति ।	मनोहरः|ADJ सेवायाम्|NOUN स्मरति|VERB ।|SYM
tag: गंगा च जीवानाम् शिक्षते ।	गंगा|NOUN च|CONJ जीवानाम्|NOUN शिक्षते|VERB ।|SYM
tag: चन्द्रः च चमूम् विमृशति ।	चन्द्रः|NOUN च|CONJ चमूम्|NOUN विमृशति|VERB ।|SYM
tag: हृदयम् अन्यायः अस्ति ।	हृदयम्|NOUN अन्यायः|NOUN अस्ति|VERB ।|SYM
tag: वाल्मीकिः च असत्यम् समीक्षते ।	वाल्मीकिः|NOUN च|CONJ असत्यम्|NOUN समीक्षते|VERB ।|SYM
tag: उपनिषत् प्रादुरासीत् ।	उपनिषत्|NOUN प्रादुरासीत्|VERB ।|SYM
tag: मूल्यवान् फलम् विमृशति ।	मूल्यवान्|ADJ फलम्|NOUN विमृशति|VERB ।|SYM
tag: इयम् आगच्छति ।	इयम्|PRON आगच्छति|VERB ।|SYM
tag: एतेषाम् पिबति ।	एतेषाम्|PRON पिबति|VERB ।|SYM
tag: नगरम् द्रुपदपुत्रेण युध्यति ।	नगरम्|NOUN द्रुपदपुत्रेण|NOUN युध्यति|VERB ।|SYM
tag: अयनेषु च महेशः भाषते ।	अयनेषु|NOUN च|CONJ महेशः|NOUN भाषते|VERB ।|SYM
tag: स्थिरः युयुधानः प्रकाशयति ।	स्थिरः|ADJ युयुधानः|NOUN प्रकाशयति|VERB ।|SYM
tag: नरं नमस्कृत्य ।	नरं|NOUN नमस्कृत्य|VERB ।|SYM
tag: पितृ पुत्रः प्रादुरासीत् ।	पितृ|NOUN पुत्रः|NOUN प्रादुरासीत्|VERB ।|SYM
tag: सञ्जय चिन्तयति ।	सञ्जय|NOUN चिन्तयति|VERB ।|SYM
tag: अर्जुनः सन्ति ।	अर्जुनः|NOUN सन्ति|VERB ।|SYM
tag: किमपि कुर्वत ।	किमपि|PRON कुर्वत|VERB ।|SYM
tag: अन्ये कर्म स्थापयति ।	अन्ये|PRON कर्म|NOUN स्थापयति|VERB ।|SYM
tag: हनुमान् बभूव ।	हनुमान्|NOUN बभूव|VERB ।|SYM
tag: तया सिंहः वसति ।	तया|PRON सिंहः|NOUN वसति|VERB ।|SYM
tag: तं ताडयति ।	तं|PRON ताडयति|VERB ।|SYM
tag: द्वारम् ज्ञानम् निरीक्षते ।	द्वारम्|NOUN ज्ञानम्|NOUN निरीक्षते|VERB ।|SYM
tag: मृदुः महाभारतम् ब्रवीमि ।	मृदुः|ADJ महाभारतम्|NOUN ब्रवीमि|VERB ।|SYM
tag: द्रुपदः स्मरति ।	द्रुपदः|NOUN स्मरति|VERB ।|SYM
tag: पितृ उपदिशति ।	पितृ|NOUN उपदिशति|VERB ।|SYM
tag: सर्वेषु वृक्षः अभवत् ।	सर्वेषु|ADJ वृक्षः|NOUN अभवत्|VERB ।|SYM
tag: अयोध्या क्षिप्रः खादति ।	अयोध्या|NOUN क्षिप्रः|ADJ खादति|VERB ।|SYM
tag: चन्द्रः उत्तमः नमस्कृत्य ।	चन्द्रः|NOUN उत्तमः|ADJ नमस्कृत्य|VERB ।|SYM
tag: त्वया सञ्जय सन्ति ।	त्वया|PRON सञ्जय|NOUN सन्ति|VERB ।|SYM
tag: द्वारम् वसति ।	द्वारम्|NOUN वसति|VERB ।|SYM
tag: पुनः जलम् वसति ।	पुनः|ADV जलम्|NOUN वसति|VERB ।|SYM
tag: ऋषिकेशः काशी गच्छति ।	ऋषिकेशः|NOUN काशी|NOUN गच्छति|VERB ।|SYM
tag: मूर्खः शिष्येण निगच्छति ।	मूर्खः|ADJ शिष्येण|NOUN निगच्छति|VERB ।|SYM
tag: तेन मन्यते ।	तेन|PRON मन्यते|VERB ।|SYM
tag: तेन शक्नोति ।	तेन|PRON शक्नोति|VERB ।|SYM
tag: सहसा नाम खादति ।	सहसा|ADV नाम|NOUN खादति|VERB ।|SYM
tag: विष्णुः नदी ब्रवीमि ।	विष्णुः|NOUN नदी|NOUN ब्रवीमि|VERB ।|SYM
tag: युधामन्युः च सेवायाम् चिन्तयति ।	युधामन्युः|NOUN च|CONJ सेवायाम्|NOUN चिन्तयति|VERB ।|SYM
tag: अस्थि च विष्णुः स्थापयति ।	अस्थि|NOUN च|CONJ विष्णुः|NOUN स्थापयति|VERB ।|SYM
tag: रामः नाम उवाच ।	रामः|NOUN नाम|NOUN उवाच|VERB ।|SYM
tag: क्षेत्रम् च स्त्री प्रकाशयति ।	क्षेत्रम्|NOUN च|CONJ स्त्री|NOUN प्रकाशयति|VERB ।|SYM
tag: ऋषीणाम् क्षिप्रः श्रावयामास ।	ऋषीणाम्|NOUN क्षिप्रः|ADJ श्रावयामास|VERB ।|SYM
tag: लघुः कविर्मुनिः खेलामः ।	लघुः|ADJ कविर्मुनिः|NOUN खेलामः|VERB ।|SYM
tag: भीमार्जुनसमाः रामः शिक्षते ।	भीमार्जुनसमाः|ADJ रामः|NOUN शिक्षते|VERB ।|SYM
tag: वेतालः च नारायणं भविष्यति ।	वेतालः|NOUN च|CONJ नारायणं|NOUN भविष्यति|VERB ।|SYM
tag: वेदः च इन्जिनियरः भविष्यति ।	वेदः|NOUN च|CONJ इन्जिनियरः|NOUN भविष्यति|VERB ।|SYM
tag: अर्थः धृतराष्ट्र विनद्य ।	अर्थः|NOUN धृतराष्ट्र|NOUN विनद्य|VERB ।|SYM
tag: कदाचित् नरं मारयति ।	कदाचित्|ADV नरं|NOUN मारयति|VERB ।|SYM
tag: महेशः च आनन्दः समीक्षते ।	महेशः|NOUN च|CONJ आनन्दः|NOUN समीक्षते|VERB ।|SYM
tag: मदर्थे अर्थः नमस्कृत्य ।	मदर्थे|ADV अर्थः|NOUN नमस्कृत्य|VERB ।|SYM
tag: अयम् धर्मक्षेत्रे मन्यते ।	अयम्|PRON धर्मक्षेत्रे|NOUN मन्यते|VERB ।|SYM
tag: प्रतिभाशाली हर्षम् दध्मौ ।	प्रतिभाशाली|ADJ हर्षम्|NOUN दध्मौ|VERB ।|SYM
tag: ते संगच्छति ।	ते|PRON संगच्छति|VERB ।|SYM
tag: भवान् भीष्मः च कर्णः च कृपः च समितिञ्जयः । अश्वत्थामा विकर्णः च सौमदत्तिः तथा एव च ॥	भवान्|PRON भीष्मः|NOUN च|CONJ कर्णः|NOUN च|CONJ कृपः|NOUN च|CONJ समितिञ्जयः|NOUN ।|SYM अश्वत्थामा|NOUN विकर्णः|NOUN च|CONJ सौमदत्तिः|NOUN तथा|PART एव|PART च|CONJ ॥|SYM
tag: ज्ञानम् च शास्त्राणाम् पश्यति ।	ज्ञानम्|NOUN च|CONJ शास्त्राणाम्|NOUN पश्यति|VERB ।|SYM
tag: तत्तत् कुर्वत ।	तत्तत्|PRON कुर्वत|VERB ।|SYM
tag: मनुष्यः व्यापारिणाम् निगच्छति ।	मनुष्यः|NOUN व्यापारिणाम्|NOUN निगच्छति|VERB ।|SYM
tag: अस्माकम् तु विशिष्टाः ये तान् निबोध द्विजोत्तम । नायकाः मम सैन्यस्य संज्ञार्थम् तान् ब्रवीमि ते ॥	अस्माकम्|PRON तु|PART विशिष्टाः|ADJ ये|PRON तान्|PRON निबोध|VERB द्विजोत्तम|NOUN ।|SYM नायकाः|NOUN मम|PRON सैन्यस्य|NOUN संज्ञार्थम्|ADV तान्|PRON ब्रवीमि|VERB ते|PRON ॥|SYM
tag: बृहत् पितृ अभवत् ।	बृहत्|ADJ पितृ|NOUN अभवत्|VERB ।|SYM
tag: चतुरः कमरबन्दः करोति ।	चतुरः|ADJ कमरबन्दः|NOUN करोति|VERB ।|SYM
tag: अन्यायः कुरुवृद्धः दिदृक्षते ।	अन्यायः|NOUN कुरुवृद्धः|NOUN दिदृक्षते|VERB ।|SYM
tag: पुरुषः तुमुलः कामयते ।	पुरुषः|NOUN तुमुलः|ADJ कामयते|VERB ।|SYM
tag: संज्ञार्थम् नरपुङ्गवः वदति ।	संज्ञार्थम्|ADV नरपुङ्गवः|NOUN वदति|VERB ।|SYM
tag: पुरातनः वाजश्रवाः भवति ।	पुरातनः|ADJ वाजश्रवाः|NOUN भवति|VERB ।|SYM
tag: कर्माणि कपिशः समीक्षते ।	कर्माणि|NOUN कपिशः|NOUN समीक्षते|VERB ।|SYM
tag: किसानः पणवानकगोमुखाः आगच्छति ।	किसानः|NOUN पणवानकगोमुखाः|NOUN आगच्छति|VERB ।|SYM
tag: अन्ये च बहवः शूराः मदर्थे त्यक्तजीविताः । नानाशस्त्रप्रहरणाः सर्वे युद्धविशारदाः ॥	अन्ये|PRON च|CONJ बहवः|ADJ शूराः|NOUN मदर्थे|ADV त्यक्तजीविताः|ADJ ।|SYM नानाशस्त्रप्रहरणाः|ADJ सर्वे|PRON युद्धविशारदाः|ADJ ॥|SYM
tag: उत्तमः ज्ञानम् विमृशति ।	उत्तमः|ADJ ज्ञानम्|NOUN विमृशति|VERB ।|SYM
tag: एषः शङ्खाः कामयते ।	एषः|PRON शङ्खाः|NOUN कामयते|VERB ।|SYM
tag: मार्गः कामयते ।	मार्गः|NOUN कामयते|VERB ।|SYM
